YEAR,State,County,crop_type,Area (Mha),Ninput (kg N/ha/yr),NUE (kg N/kg N),Recovered N (kg N/ha/yr),Nsurplus (kg N/ha/yr)
1970,OKLAHOMA,GRANT,BARLEY,0.025,23.73216079,1.966971335,46.68048,-22.94831921
1970,OKLAHOMA,GREER,BARLEY,0.00036,19.8373139,1.710376726,33.92928,-14.0919661
1970,OKLAHOMA,HARMON,BARLEY,0.00032,18.88542027,1.831813087,34.59456,-15.70913973
1970,OKLAHOMA,HARPER,BARLEY,0.00408,35.46913761,0.747137421,26.50032,8.96881761
1970,OKLAHOMA,HASKELL,BARLEY,4.00E-05,423.2549817,0.068112134,28.8288,394.4261817
1970,OKLAHOMA,JACKSON,BARLEY,0.00616,26.48208238,1.603614073,42.46704,-15.98495762
1970,OKLAHOMA,JEFFERSON,BARLEY,0.00024,96.99893935,0.468673166,45.4608,51.53813935
1970,OKLAHOMA,JOHNSTON,BARLEY,4.00E-04,115.4728311,0.324556345,37.47744,77.99539108
1970,OKLAHOMA,KAY,BARLEY,0.02444,24.49584262,2.050496518,50.22864,-25.73279738
1970,OKLAHOMA,KINGFISHER,BARLEY,0.01616,33.0777383,1.062616787,35.14896,-2.0712217
1970,OKLAHOMA,KIOWA,BARLEY,0.0036,18.89350549,2.183150185,41.24736,-22.35385451
1970,OKLAHOMA,LINCOLN,BARLEY,0.00072,61.94398439,0.681991648,42.24528,19.69870439
1970,OKLAHOMA,LOGAN,BARLEY,0.01012,31.38196517,1.3673637,42.91056,-11.52859483
1970,OKLAHOMA,MAJOR,BARLEY,0.00708,34.7732075,1.103276999,38.36448,-3.5912725
1970,OKLAHOMA,MARSHALL,BARLEY,8.00E-05,158.6659991,0.248782223,39.47328,119.1927191
1970,OKLAHOMA,MAYES,BARLEY,0.00096,60.02345167,0.738911188,44.352,15.67145167
1970,OKLAHOMA,MCCLAIN,BARLEY,0.00072,64.99736579,0.810309762,52.668,12.32936579
1970,OKLAHOMA,MURRAY,BARLEY,0.00012,379.5093628,0.104887847,39.80592,339.7034428
1970,OKLAHOMA,MUSKOGEE,BARLEY,8.00E-05,85.21723631,0.366922953,31.26816,53.94907631
1970,OKLAHOMA,NOBLE,BARLEY,0.012,25.46521875,1.73731553,44.24112,-18.77590125
1970,OKLAHOMA,NOWATA,BARLEY,8.00E-04,29.54943425,1.542218359,45.57168,-16.02224575
1970,OKLAHOMA,OKFUSKEE,BARLEY,8.00E-05,143.5596646,0.277277884,39.80592,103.7537446
1970,OKLAHOMA,OKLAHOMA,BARLEY,0.00272,27.01582904,1.785353317,48.2328,-21.21697096
1970,OKLAHOMA,OKMULGEE,BARLEY,0.00016,67.40508675,0.523103548,35.25984,32.14524675
1970,OKLAHOMA,OSAGE,BARLEY,0.00208,39.00703193,1.225145253,47.78928,-8.78224807
1970,OKLAHOMA,OTTAWA,BARLEY,0.00068,68.38885317,0.632313572,43.2432,25.14565317
1970,OKLAHOMA,PAWNEE,BARLEY,0.003,36.90219492,1.168828036,43.13232,-6.23012508
1970,OKLAHOMA,PAYNE,BARLEY,0.00236,48.93997445,0.931174986,45.57168,3.36829445
1970,OKLAHOMA,PITTSBURG,BARLEY,8.00E-05,272.5291693,0.101713883,27.72,244.8091693
